@relation pasar

@attribute Direccion(x) numeric
@attribute Direccion(y) numeric
@attribute Direccion(z) numeric
@attribute Distancia numeric
@attribute Fuerza numeric

@data
0.981333,0.182883,0.059493,4.371166,20
0.981333,0.182883,0.059493,4.371162,19
0.981333,0.182883,0.059493,4.371157,14
0.981333,0.182883,0.059493,4.371153,19
0.981333,0.182883,0.059493,4.37115,28
0.981333,0.182883,0.059493,4.371145,16
0.981333,0.182883,0.059493,4.371141,17
0.981333,0.182883,0.059493,4.371136,15
0.981333,0.182883,0.059493,4.371132,21
0.981333,0.182883,0.059493,4.371128,22
0.981333,0.182883,0.059493,4.371124,10
0.981333,0.182883,0.059493,4.371119,16
0.981333,0.182883,0.059493,4.371115,8
0.981333,0.182883,0.059493,4.37111,25
0.981333,0.182883,0.059493,4.371107,29
0.981333,0.182883,0.059493,4.371101,24
0.981333,0.182883,0.059493,4.371098,5
0.981333,0.182883,0.059493,4.371094,16
0.981333,0.182883,0.059493,4.371089,9
0.981333,0.182883,0.059493,4.371085,12
0.981333,0.182883,0.059493,4.37108,15
0.981333,0.182883,0.059493,4.371077,12
0.981333,0.182883,0.059493,4.371072,16
0.981333,0.182883,0.059493,4.371068,15
0.981333,0.182883,0.059493,4.371063,13
0.981333,0.182883,0.059493,4.371059,20
0.981333,0.182883,0.059493,4.371055,18
0.981333,0.182883,0.059493,4.371051,10
0.981333,0.182883,0.059493,4.371047,11
0.981333,0.182883,0.059493,4.371042,11
0.981333,0.182883,0.059493,4.371038,9
0.981333,0.182883,0.059493,4.371035,11
0.981333,0.182883,0.059493,4.371029,9
0.981333,0.182883,0.059493,4.371025,15
0.981333,0.182883,0.059493,4.371022,18
0.981333,0.182883,0.059493,4.371017,7
0.981333,0.182883,0.059493,4.371012,14
0.981333,0.182883,0.059493,4.371007,20
0.981333,0.182883,0.059493,4.371004,17
0.981333,0.182883,0.059493,4.371,8
0.981333,0.182883,0.059493,4.370995,20
0.981333,0.182883,0.059493,4.370991,27
0.981333,0.182883,0.059493,4.370987,12
0.981333,0.182883,0.059493,4.370983,26
0.981333,0.182883,0.059493,4.370979,12
0.981333,0.182883,0.059493,4.370974,9
0.981333,0.182883,0.059493,4.37097,7
0.981333,0.182883,0.059493,4.370965,20
0.981333,0.182883,0.059493,4.370962,26
0.981333,0.182883,0.059493,4.370956,23
0.981333,0.182883,0.059493,4.370953,16
0.981333,0.182883,0.059493,4.370948,20
0.981333,0.182883,0.059493,4.370944,11
0.981333,0.182883,0.059493,4.370941,22
0.981333,0.182883,0.059493,4.370936,6
0.981333,0.182883,0.059493,4.370931,19
0.981333,0.182883,0.059493,4.370927,6
0.981333,0.182883,0.059493,4.370923,21
0.981333,0.182883,0.059493,4.370919,16
0.981333,0.182883,0.059493,4.370914,25
0.981333,0.182883,0.059493,4.37091,14
0.981333,0.182883,0.059493,4.370906,19
0.981333,0.182883,0.059493,4.370902,17
0.981333,0.182883,0.059493,4.370898,13
0.981333,0.182883,0.059493,4.370893,24
0.981333,0.182883,0.059493,4.370888,27
0.981333,0.182883,0.059493,4.370884,17
0.981333,0.182883,0.059493,4.37088,5
0.981333,0.182883,0.059493,4.370875,14
0.981333,0.182883,0.059493,4.370871,27
0.981333,0.182883,0.059493,4.370867,6
0.981333,0.182883,0.059493,4.370862,11
0.981333,0.182883,0.059493,4.370858,24
0.981333,0.182883,0.059493,4.370854,28
0.981333,0.182883,0.059493,4.370851,24
0.981333,0.182883,0.059493,4.370846,22
